,,Similarity_Type,Number of Clusters (input),Number of clusters(output),Affinity Type,Word/Sentence,File_Name,Clusters,Mismatch Metric,Match Metric,M,False Positive,False Negative
,,skipthoughts_similarity,16,11,cosine,word-based,n50_de_rma,"[15, 4, 10, 9, 12, 8, 8, 12, 1, 8, 1, 1, 1, 1, 1, 8, 2, 11, 0, 8, 4, 4, 4, 1, 9, 8, 1, 8, 12, 9, 9, 1, 8, 9, 9, 9, 9, 1, 1, 7, 9, 8, 8, 9, 12, 4, 0, 7, 8, 1]",422,66,2,70,352
,,skipthoughts_similarity,16,16,cosine,sentence-based,n50_de_rma,"[11 15  3  7  3  4  0 14  2 13 15  9 15 15  5 10  2  6  4  6  8  8  8 15 15
  2  2 14 15 15 15  7 15  1  1  7  1 14 11  7  7  2 14 15  7  5 12 15  6 12]",276,66,2,70,206
,,skipthoughts_similarity,18,1,nearest_neighbors,word-based,n50_de_rma,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2364,136,50,0,2364
,,skipthoughts_similarity,18,18,nearest_neighbors,sentence-based,n50_de_rma,"[16  6  8 11  4 15 17  4 13  4  9  1 14  2 10  1 15  4 15  4 12 12 12 10 10
  3  3  2  9 14  2 14  7  8  9  2  8  2 16 14  2  0  4  4 15  5 10 13  4 11]",232,52,2,84,148
,,skipthoughts_similarity,18,10,precomputed,word-based,n50_de_rma,"[9, 4, 2, 11, 15, 9, 9, 6, 9, 9, 9, 17, 11, 1, 1, 14, 14, 6, 0, 9, 9, 11, 4, 0, 9, 9, 9, 9, 9, 9, 9, 1, 9, 0, 9, 9, 4, 9, 9, 9, 4, 4, 9, 9, 1, 9, 1, 9, 2, 11]",682,84,2.5,52,630
,,skipthoughts_similarity,18,18,precomputed,sentence-based,n50_de_rma,"[ 7 11 14  4 14 13 12  2 17  2  1  4 11 16 11 15 15  2 13  2  5  5  5  8  1
  0  6 10  1  3  3  3  6  9  0  0  9 10  7 17 16  6  2  8 16  6  3 17 14  0]",188,52,3,84,104
,,skipthoughts_similarity,18,7,rbf,word-based,n50_de_rma,"[2, 8, 4, 10, 2, 4, 4, 4, 4, 0, 4, 14, 2, 2, 2, 4, 5, 4, 0, 4, 2, 2, 8, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 0, 0, 2, 2, 0, 4, 2, 4, 4, 2, 2, 2, 8, 2, 4, 2]",716,104,3,32,684
,,skipthoughts_similarity,18,18,rbf,sentence-based,n50_de_rma,"[16  8  1  1  1  1  1 14 10  1 13  1 17  9 15  1  1 12  1 12  2  2  2  4  8
 17  7  3  6 13  5  5  7 11  6  6 11  3 16  5  9  7 14  4  1  0 15  1  1  0]",278,56,2,80,198
,,skipthoughts_similarity,18,6,sigmoid,word-based,n50_de_rma,"[16, 2, 16, 16, 2, 2, 2, 2, 2, 2, 2, 16, 2, 2, 2, 10, 7, 3, 0, 2, 2, 2, 16, 16, 2, 2, 2, 2, 2, 2, 2, 2, 2, 16, 16, 16, 16, 2, 16, 2, 16, 2, 2, 16, 3, 2, 2, 2, 2, 2]",1112,112,1.5,24,1088
,,skipthoughts_similarity,18,18,sigmoid,sentence-based,n50_de_rma,"[ 1  3  1  1  1  2  1  1  1  1  1  1  8 17  1  1  1  1  1  1  1  1  1 16  1
 12  9  4 10  1  7  0  6  1  1 15  1  5  1 14  1 11  1 13  1  1  1  1  1  1]",1102,70,1,66,1036
,,skipthoughts_similarity,18,7,polynomial,word-based,n50_de_rma,"[0, 0, 14, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 9, 16, 12, 0, 12, 8, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 12, 0]",1306,118,3,18,1288
,,skipthoughts_similarity,18,18,polynomial,sentence-based,n50_de_rma,"[ 3  1 11 13  8  1  4 14  1  5  1 16  1  5  5 10 12  7  1  7  6  6  6  1  1
  1  1  5  1  1  1  5  3 15  5  5 15  5  3  1  5  1  9  1  0  3  3  1 17  2]",436,62,1,74,362
,,skipthoughts_similarity,18,7,poly,word-based,n50_de_rma,"[0, 12, 0, 12, 12, 0, 0, 12, 12, 4, 12, 2, 12, 0, 0, 12, 10, 12, 0, 12, 0, 1, 1, 12, 0, 0, 0, 0, 0, 0, 0, 12, 0, 12, 12, 0, 12, 0, 12, 0, 0, 16, 0, 0, 0, 0, 0, 0, 12, 12]",944,100,1,36,908
,,skipthoughts_similarity,18,18,poly,sentence-based,n50_de_rma,"[15 17  0 10  4 17  7 13  1  1 17 16 17 17  1 11 12  6  1  6  2  2  2  1  1
 17  1 17 17 17 17 17  1  5 17 17  5 17 15 17 17 17  9 17  3  1  1 17 14  8]",478,76,1,60,418
,,skipthoughts_similarity,18,10,linear,word-based,n50_de_rma,"[8, 10, 8, 8, 4, 8, 8, 8, 12, 10, 8, 0, 8, 14, 4, 12, 6, 5, 0, 6, 14, 11, 0, 4, 8, 3, 14, 8, 8, 8, 8, 8, 14, 11, 8, 8, 8, 8, 14, 8, 8, 8, 3, 8, 4, 8, 8, 8, 6, 0]",660,92,2.5,44,616
,,skipthoughts_similarity,18,18,linear,sentence-based,n50_de_rma,"[15  0  2  3  7  0  1 16  0 14  0 13  0  0  0  9  5  4 17  4 11 11 11  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0 15  0  0  0 12  0  6  0  0  0 10  8]",800,104,1,32,768
,,skipthoughts_similarity,18,11,cosine,word-based,n50_de_rma,"[15, 3, 2, 4, 2, 2, 2, 9, 3, 2, 15, 15, 3, 15, 15, 8, 5, 10, 0, 3, 2, 1, 3, 15, 3, 2, 2, 4, 15, 3, 4, 3, 3, 4, 4, 4, 4, 3, 7, 3, 4, 2, 4, 3, 15, 15, 3, 3, 3, 15]",470,80,1,56,414
,,skipthoughts_similarity,18,18,cosine,sentence-based,n50_de_rma,"[ 4  1  8  9  8 14 15  5  7 10  2  3  6  1  6 13 13  5 14  5 11 11 11  3  1
  7 16  0  2 12 12 12 12 17  2  7 17  0  4 12 12 16  0  3 12 16  1  2  8  1]",196,58,3,78,118
,,skipthoughts_similarity,20,14,nearest_neighbors,word-based,n50_de_rma,"[16, 9, 9, 11, 0, 7, 9, 0, 18, 14, 9, 12, 9, 16, 19, 4, 6, 5, 0, 16, 16, 7, 8, 9, 16, 16, 16, 9, 16, 16, 16, 5, 12, 9, 9, 9, 13, 16, 9, 16, 9, 9, 16, 9, 16, 16, 8, 7, 16, 8]",502,64,1.5,72,430
,,skipthoughts_similarity,20,20,nearest_neighbors,sentence-based,n50_de_rma,"[11 17  8 10  8  3 18  0 10  0  3  8  6  2 12  5  5  0  5  0 16 16 16 14  9
  6  9  7  1 10  4  6  7  4 19  7  4  7 11  1 12  2  8 14  4 13 14 15  0 10]",194,48,2,88,106
,,skipthoughts_similarity,20,12,precomputed,word-based,n50_de_rma,"[1, 3, 17, 17, 14, 3, 17, 4, 17, 17, 8, 19, 3, 1, 1, 12, 4, 2, 0, 2, 3, 3, 11, 1, 3, 17, 17, 17, 2, 3, 17, 17, 19, 9, 17, 17, 17, 1, 19, 3, 17, 17, 3, 8, 1, 8, 1, 3, 2, 8]",432,64,2.5,72,360
,,skipthoughts_similarity,20,20,precomputed,sentence-based,n50_de_rma,"[ 6  5  0 19  0  7  8 12  9  0  5 15  2 17  2 16 16 12  7 12  4  4  4 18  5
  9 10  1 13  3  3  3 10 14 13 13 14  1  6  9  1 10  1 18 11  5 11  9  0  5]",174,56,2,80,94
,,skipthoughts_similarity,20,9,rbf,word-based,n50_de_rma,"[17, 7, 5, 5, 9, 8, 8, 5, 8, 8, 5, 5, 7, 8, 5, 8, 4, 3, 0, 3, 7, 6, 7, 5, 5, 3, 3, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 8, 3, 5, 5, 5, 5, 5, 5, 8, 5, 5, 3, 8]",708,102,1,34,674
,,skipthoughts_similarity,20,20,rbf,sentence-based,n50_de_rma,"[12 18  0  0  0  0  0 19 13  0  4  0  3 10 18  0  0 15  0 15  7  7  7  2  4
 13  5  6 16  4  8  8  5 11  1  1 11  6 12  3 10  5 19  2  0 14  9 17  0 14]",254,54,2,82,172
,,skipthoughts_similarity,20,6,sigmoid,word-based,n50_de_rma,"[4, 4, 13, 9, 13, 9, 9, 16, 4, 4, 9, 0, 4, 0, 0, 4, 4, 16, 0, 16, 4, 4, 4, 13, 9, 4, 13, 9, 13, 4, 9, 4, 9, 4, 13, 4, 4, 4, 8, 4, 4, 4, 13, 4, 13, 4, 4, 4, 13, 4]",776,78,6,58,718
,,skipthoughts_similarity,20,20,sigmoid,sentence-based,n50_de_rma,"[ 0  9  0  0  0  7  0  0 19  0  0  0  4 14  0  0  0  0  0  0  0  0  0 17  0
 13 12  2 11 18 15  6  8  0  0 16  0  5  0  3  0  1  0 10  0  0  0  0  0  0]",976,70,1,66,910
,,skipthoughts_similarity,20,7,polynomial,word-based,n50_de_rma,"[12, 12, 1, 0, 12, 1, 12, 1, 1, 19, 1, 12, 12, 12, 12, 1, 9, 12, 0, 1, 1, 1, 1, 1, 1, 12, 5, 12, 12, 1, 12, 12, 1, 2, 1, 0, 1, 12, 0, 12, 12, 0, 1, 1, 1, 1, 12, 12, 1, 1]",862,74,1,62,800
,,skipthoughts_similarity,20,20,polynomial,sentence-based,n50_de_rma,"[ 4  1 10  3 14  9  6 13  1  0  9 19  9  1  1 12 15 17  1 17 11 11 11  1  1
  9  1  9  1  9  9  9  1  2  9  1  5  1  4  9  1  1 16  9  8  1  1  9 18  7]",444,62,1,74,370
,,skipthoughts_similarity,20,8,poly,word-based,n50_de_rma,"[7, 7, 11, 11, 10, 11, 11, 12, 11, 9, 11, 11, 11, 11, 7, 3, 3, 11, 0, 11, 11, 11, 1, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 7, 11, 11, 11, 11, 11, 12, 11, 7, 11, 11, 11]",1326,108,1.5,28,1298
,,skipthoughts_similarity,20,20,poly,sentence-based,n50_de_rma,"[ 3  8  1  9 10  0  4 16  8 18  0 17  0  8  8 13 14 12  8 12  6  6  6  8  8
  0  8  0  8  0  0  0  8 11  0  0  5  0  3  0  0  8 15  0  7  8  8  0 19  2]",434,64,1,72,362
,,skipthoughts_similarity,20,9,linear,word-based,n50_de_rma,"[4, 4, 14, 1, 18, 4, 7, 2, 14, 11, 7, 18, 7, 7, 7, 7, 8, 0, 0, 18, 4, 4, 4, 18, 7, 7, 18, 7, 18, 7, 7, 7, 14, 7, 7, 11, 14, 7, 4, 7, 11, 4, 14, 7, 18, 2, 7, 11, 8, 14]",518,60,4,76,442
,,skipthoughts_similarity,20,20,linear,sentence-based,n50_de_rma,"[ 7  0  3 12 10  0  4 13  0 19  0 17  0  0  0 14 16  5 18  5  8  8  8  0  0
  0  0  0  0  0  0  0  0  2  0  0  1  0  7  0  0  0  9  0 11  0  0  0 15  6]",710,94,1,42,668
,,skipthoughts_similarity,20,15,cosine,word-based,n50_de_rma,"[8, 10, 3, 14, 2, 3, 14, 2, 8, 5, 17, 5, 7, 4, 15, 10, 16, 5, 0, 2, 16, 16, 16, 17, 3, 9, 9, 3, 17, 10, 3, 9, 2, 5, 17, 10, 14, 1, 8, 9, 10, 3, 2, 10, 17, 1, 13, 3, 2, 2]",274,48,3,88,186
,,skipthoughts_similarity,20,20,cosine,sentence-based,n50_de_rma,"[ 7  2 12 14 12 17  8  9  5  0  2 11  5  2  3 13  1  9 17  9 10 10 10  6  2
  5  1  3 15  2 15  5  2  2  4  4  3  3  7  5 16  1  3  6 18  1 15  5 12 19]",226,48,2,88,138
,,skipthoughts_similarity,22,1,nearest_neighbors,word-based,n50_de_rma,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2364,136,50,0,2364
,,skipthoughts_similarity,22,22,nearest_neighbors,sentence-based,n50_de_rma,"[ 3 18 14 13  6  1 12  6  0  1 10  1  5  9  2 21 21  6  1  6  8  8  8  2  2
 17 17  9  7 11  5 17  9  4 10  9  4  9  3 16  9 20  1 16  8 15  2 19  1 13]",202,50,2,86,116
,,skipthoughts_similarity,22,11,precomputed,word-based,n50_de_rma,"[3, 19, 1, 1, 1, 9, 1, 1, 8, 21, 1, 7, 20, 19, 19, 1, 9, 1, 0, 1, 2, 2, 4, 20, 1, 1, 1, 1, 20, 19, 1, 8, 1, 20, 9, 9, 9, 1, 1, 8, 19, 1, 9, 19, 20, 4, 19, 1, 9, 4]",514,66,3,70,444
,,skipthoughts_similarity,22,22,precomputed,sentence-based,n50_de_rma,"[ 8 11 10 16  9 12 20  2 14  3 14  0 11  4 11 13 13  7 12  7  1  1  1  5 15
 14  4  2 18  6  6  6  4 10 21 21 10  2  8 14 17  4  2  5 19  3 18 14  9 13]",172,52,2,84,88
,,skipthoughts_similarity,22,9,rbf,word-based,n50_de_rma,"[1, 14, 1, 1, 13, 1, 1, 15, 1, 1, 1, 1, 1, 14, 1, 10, 12, 15, 0, 1, 1, 4, 14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 10, 14]",1302,116,1,20,1282
,,skipthoughts_similarity,22,22,rbf,sentence-based,n50_de_rma,"[ 8 12 10 10 10  1 10  7 17 10  3 10 20 11 18 10 10 14 10 14  2  2  2  4  3
 17 15  5 19  3 13  6 10 16  9  9 16  5  8  6  1 15  7  4  1  0 21 17 10  0]",244,48,2,88,156
,,skipthoughts_similarity,22,10,sigmoid,word-based,n50_de_rma,"[21, 21, 7, 7, 18, 3, 7, 21, 7, 21, 7, 1, 7, 21, 21, 7, 0, 20, 0, 20, 0, 0, 1, 21, 7, 7, 7, 7, 21, 7, 7, 7, 1, 21, 7, 21, 21, 21, 1, 2, 7, 7, 9, 21, 21, 21, 21, 7, 20, 19]",606,78,2,58,548
,,skipthoughts_similarity,22,22,sigmoid,sentence-based,n50_de_rma,"[ 1 10  1  1  1 13  1  1 18  1 21  1  8 17  1  1  1  1  1  1  1  1  1 15  1
 16  0  9 11 20 12  7  6  1  1 19  1  5  1  3  1  2  1  4  1  1 14  1  1  1]",874,62,1,74,800
,,skipthoughts_similarity,22,8,polynomial,word-based,n50_de_rma,"[20, 20, 20, 20, 2, 20, 6, 2, 20, 6, 20, 10, 20, 20, 10, 20, 19, 2, 0, 17, 20, 20, 20, 20, 20, 20, 2, 20, 2, 20, 20, 20, 20, 20, 20, 20, 20, 20, 3, 20, 20, 20, 20, 20, 2, 20, 20, 20, 17, 20]",1208,102,2,34,1174
,,skipthoughts_similarity,22,22,polynomial,sentence-based,n50_de_rma,"[ 1  3 11 12  8  0  7 19  0  3  0 21  0  4  4 15 13  9  3 20  2  2  2  0  3
  0  3  4  0  0  0  0  3 10  4  4  5  4  1  0  4  0 16  0  6  3  3 18 17 14]",328,60,1,76,252
,,skipthoughts_similarity,22,9,poly,word-based,n50_de_rma,"[14, 2, 2, 2, 9, 2, 2, 2, 11, 3, 2, 14, 2, 14, 2, 1, 7, 2, 0, 2, 2, 18, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 9, 2, 2, 2, 2, 2]",1254,106,1,30,1224
,,skipthoughts_similarity,22,22,poly,sentence-based,n50_de_rma,"[14  2  3  6 12  2  8 18  2 21  2 20  2  0  0 17 13 15  2 16  1  1  1  2  2
  2  2  0  2  2  2  2  2  5  0  0 11  0 14  2  0  2  7  2  4  0  0 10 19  9]",432,70,1,66,366
,,skipthoughts_similarity,22,11,linear,word-based,n50_de_rma,"[18, 3, 15, 7, 21, 1, 13, 10, 1, 1, 1, 10, 13, 13, 3, 8, 15, 1, 0, 1, 13, 2, 13, 13, 1, 13, 18, 13, 1, 13, 1, 13, 1, 15, 13, 13, 13, 13, 1, 13, 13, 13, 1, 13, 10, 13, 13, 13, 1, 1]",644,80,2,56,588
,,skipthoughts_similarity,22,22,linear,sentence-based,n50_de_rma,"[ 3  1 14  9 11  1  6 12  1 19  1 18  1  1  1 13 17  5 21  4  8  8  8  1  1
  1  1  1  1  1  1  1  1 16  1  1  2  1  3  1  1  1 15  1  7  1  1 20  0 10]",668,88,1,48,620
,,skipthoughts_similarity,22,13,cosine,word-based,n50_de_rma,"[17, 2, 10, 7, 17, 7, 17, 17, 7, 6, 17, 17, 1, 17, 14, 0, 6, 17, 0, 16, 7, 7, 6, 17, 7, 18, 4, 7, 17, 7, 17, 17, 7, 17, 17, 7, 17, 17, 18, 7, 7, 7, 7, 7, 17, 7, 8, 7, 16, 9]",574,84,1,52,522
,,skipthoughts_similarity,22,22,cosine,sentence-based,n50_de_rma,"[ 4 21  9 10  9  6 17  2  7 11  7 16  7 20  0 14 19  8  6  8  5  5  5 12  3
  7 20  2  1  3  1  3 20 18  7  2  1  2  4  7  2 20  2 12 13  2  1  7  8 15]",224,48,1.5,88,136
,,skipthoughts_similarity,24,1,nearest_neighbors,word-based,n50_de_rma,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2364,136,50,0,2364
,,skipthoughts_similarity,24,24,nearest_neighbors,sentence-based,n50_de_rma,"[16  6  0  9  0  5 14  2 22  2 11  0  8 10 23  5  1  2  1  2  1  1  1 17 15
  4  4 21  3  7 21 19  2  5 11 12  5 21  0  8 13 10  0 17  1 18 17 20  2  9]",200,50,1,86,114
,,skipthoughts_similarity,24,10,precomputed,word-based,n50_de_rma,"[10, 0, 17, 0, 15, 16, 16, 9, 16, 7, 17, 9, 0, 17, 0, 3, 3, 14, 0, 9, 0, 0, 0, 17, 0, 0, 9, 0, 9, 0, 17, 17, 15, 0, 9, 0, 17, 0, 5, 0, 0, 0, 15, 0, 15, 0, 0, 0, 3, 0]",652,68,3,68,584
,,skipthoughts_similarity,24,24,precomputed,sentence-based,n50_de_rma,"[ 6 22 11 12 11 18 21  3 16  2  8 15 22 23 17  7  7  3 18  3  5  5  5  9  0
  7  4  1 14  8  8  8  4 13 14 14 13  1  6  4 19  4  1  9 19  2 20 10 11  7]",158,54,2,82,76
,,skipthoughts_similarity,24,8,rbf,word-based,n50_de_rma,"[6, 1, 19, 12, 6, 6, 6, 19, 6, 6, 6, 15, 6, 1, 1, 7, 15, 17, 0, 7, 6, 12, 1, 1, 6, 7, 7, 6, 6, 6, 6, 6, 7, 1, 6, 1, 1, 6, 6, 6, 1, 6, 6, 1, 6, 1, 1, 6, 7, 15]",676,94,2.5,42,634
,,skipthoughts_similarity,24,24,rbf,sentence-based,n50_de_rma,"[14  7  5  5  5  5  5  5 11  5 13  5 18 12 17  5  5 22  5 22  3  3  3  8 20
 19  4 10 16  9 21  9 15  1  6  6  1 10 14 19 12  4  5  8  5  2  0 23  5  2]",276,60,2,76,200
,,skipthoughts_similarity,24,11,sigmoid,word-based,n50_de_rma,"[5, 2, 3, 2, 13, 2, 2, 3, 2, 3, 16, 10, 2, 2, 2, 16, 19, 19, 0, 3, 15, 15, 15, 2, 2, 2, 2, 2, 13, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 12, 2, 5, 2, 3, 6]",826,86,2,50,776
,,skipthoughts_similarity,24,24,sigmoid,sentence-based,n50_de_rma,"[ 0 10  0  0  0  2  0  0 17  0 21  0  7 15  0  0  0  0  0  0  0  0 22 18 23
 13  9  3 14 19 12  8  5  0  0 16  0  4  0 11  0  1  0  6  0  0 20  0  0  0]",764,62,1,74,690
,,skipthoughts_similarity,24,11,polynomial,word-based,n50_de_rma,"[1, 0, 1, 0, 20, 1, 0, 1, 0, 22, 1, 6, 1, 6, 6, 14, 23, 11, 0, 16, 18, 1, 21, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 6, 0, 21, 1, 16, 0]",676,78,1,58,618
,,skipthoughts_similarity,24,24,polynomial,sentence-based,n50_de_rma,"[13  5  6  9 14 12  0 20  1  1  1 21  5  5 11 22 17 15  5 19 18 18 18  1  5
  1  1  2  1  1  2  2  1  3  2  2  7  2 13  2  2  1 16  1 10  5  5  8 23  4]",274,64,1,72,202
,,skipthoughts_similarity,24,8,poly,word-based,n50_de_rma,"[1, 8, 6, 8, 6, 8, 6, 6, 8, 6, 6, 8, 8, 8, 6, 8, 7, 23, 0, 6, 20, 2, 8, 6, 6, 20, 6, 6, 6, 8, 6, 6, 6, 23, 6, 8, 6, 6, 6, 6, 8, 6, 6, 8, 6, 6, 8, 8, 23, 8]",858,88,1.5,48,810
,,skipthoughts_similarity,24,24,poly,sentence-based,n50_de_rma,"[11  1  8  3 16 12  6 21  5  1  5 20  5  1 15 17  0  9  1 19  2  2  2  5  1
  5  5 23  5  5  5 23  1 13 23 23  4 23 11  5 23  5 18  5  7  1  1 14 22 10]",296,58,1,78,218
,,skipthoughts_similarity,24,12,linear,word-based,n50_de_rma,"[5, 5, 12, 1, 6, 21, 12, 6, 1, 7, 21, 1, 18, 21, 21, 18, 18, 1, 0, 1, 0, 0, 0, 6, 18, 1, 1, 21, 20, 5, 20, 12, 5, 18, 18, 21, 12, 21, 16, 5, 21, 3, 18, 21, 20, 5, 21, 21, 1, 14]",340,60,3.5,76,264
,,skipthoughts_similarity,24,24,linear,sentence-based,n50_de_rma,"[ 1  2 13 11  9  2  3 20 12 22  2  8 12  2 21 16 15 14 23 17  0  0  0 12  2
 12 12 12 12  2 12 12 12 10 12 12  4 12  1 12 12 12 18 12  7 12  2  5 19  6]",394,74,1,62,332
,,skipthoughts_similarity,24,12,cosine,word-based,n50_de_rma,"[5, 14, 14, 14, 20, 22, 2, 3, 5, 22, 14, 22, 10, 9, 14, 22, 1, 14, 0, 14, 5, 13, 14, 5, 14, 8, 3, 14, 14, 14, 14, 14, 5, 14, 14, 14, 14, 14, 5, 14, 14, 14, 14, 14, 20, 14, 14, 14, 14, 22]",800,98,1,38,762
,,skipthoughts_similarity,24,24,cosine,sentence-based,n50_de_rma,"[ 5  1 14  6 14  9 12  4  8  2  7 11  1  8 19 17 22 10  9 10  0  0  0 13 15
  8  4  4  3  7  7  7  8 21  3  3 23  4  5  8  4  8  4 13 18  2 20 16 10  2]",184,54,1.5,82,102
,,num_word_similarity,8,5,nearest_neighbors,word-based,n50_de_rma,"[1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 5, 1, 1, 1, 5]",1710,106,2,30,1680
,,num_word_similarity,8,8,nearest_neighbors,sentence-based,n50_de_rma,"[7 4 7 1 1 5 7 1 0 1 5 1 2 4 4 2 0 1 1 1 2 2 2 3 3 6 5 3 5 3 3 3 0 0 5 5 5
 6 7 6 5 5 1 3 5 4 5 6 1 0]",372,66,5,70,302
,,num_word_similarity,8,7,precomputed,word-based,n50_de_rma,"[3, 2, 0, 7, 0, 7, 3, 3, 2, 3, 6, 0, 5, 3, 1, 3, 2, 0, 0, 0, 2, 2, 0, 1, 6, 7, 1, 0, 3, 7, 1, 7, 7, 2, 7, 3, 1, 3, 1, 7, 0, 3, 2, 1, 0, 2, 3, 0, 6, 2]",478,52,8,84,394
,,num_word_similarity,8,8,precomputed,sentence-based,n50_de_rma,"[1 3 2 5 2 4 5 2 3 2 7 2 0 1 5 5 5 2 2 2 0 0 0 5 5 7 7 6 7 3 3 3 1 6 6 5 6
 1 1 7 7 3 2 3 7 1 7 1 2 5]",380,66,7,70,310
,,num_word_similarity,8,2,rbf,word-based,n50_de_rma,"[0, 3, 3, 3, 0, 3, 3, 0, 3, 0, 3, 0, 3, 3, 3, 0, 0, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3]",1662,118,25,18,1644
,,num_word_similarity,8,8,rbf,sentence-based,n50_de_rma,"[0 0 0 0 7 0 0 6 0 2 0 4 0 0 0 0 0 0 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 3 0 0 0 0 0 1 0]",1674,118,1,18,1656
,,num_word_similarity,8,3,sigmoid,word-based,n50_de_rma,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 0, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",1698,126,7,10,1688
,,num_word_similarity,8,8,sigmoid,sentence-based,n50_de_rma,"[1 1 7 0 7 0 1 1 1 6 1 2 1 1 1 1 1 0 0 7 1 1 1 5 4 0 7 3 1 0 0 0 1 0 1 0 1
 7 1 7 1 0 7 0 1 1 1 1 0 1]",840,72,1,64,776
,,num_word_similarity,8,3,polynomial,word-based,n50_de_rma,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",2170,136,1,0,2170
,,num_word_similarity,8,8,polynomial,sentence-based,n50_de_rma,"[3 3 3 3 3 7 3 3 3 3 2 3 0 3 3 3 3 3 3 3 3 3 3 7 7 0 3 7 2 1 4 5 3 2 6 2 2
 0 3 0 3 3 3 5 3 3 3 0 3 3]",1034,68,3,68,966
,,num_word_similarity,8,1,poly,word-based,n50_de_rma,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2364,136,50,0,2364
,,num_word_similarity,8,8,poly,sentence-based,n50_de_rma,"[0 5 0 0 0 6 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 6 6 5 0 6 4 1 3 3 0 7 2 0 7
 5 0 5 0 0 0 5 0 0 0 5 0 0]",1094,66,2,70,1024
,,num_word_similarity,8,3,linear,word-based,n50_de_rma,"[0, 4, 1, 1, 1, 4, 4, 0, 0, 0, 1, 4, 4, 4, 1, 4, 1, 1, 0, 1, 1, 4, 4, 4, 1, 1, 1, 1, 4, 4, 4, 1, 1, 4, 1, 1, 4, 1, 1, 1, 1, 1, 4, 1, 4, 0, 4, 1, 1, 1]",1024,74,18,62,962
,,num_word_similarity,8,8,linear,sentence-based,n50_de_rma,"[1 0 1 6 1 6 7 1 1 1 7 1 4 0 0 7 1 1 1 1 4 4 4 6 6 7 7 6 7 2 5 5 1 3 3 6 3
 0 1 0 7 0 1 0 7 0 0 0 1 6]",468,68,5.5,68,400
