Unique ID,Text: Verbatim
38JBBYETQPLKNYMAQE2MOR0YD9R4EC,Motorized bicycles that can be 'borrowed' much like places that have normal bicycles. You fill it with fuel when you are done so it is ready for next user.
38JBBYETQPLKNYMAQE2MOR0YDJA4EF,"Bullet trains as they have in Japan. We have express trains in NYC, but they still take forever if you want to go downtown. A bullet train that will get you to the boroughs quickly would be fantastic."
38SKSKU7R28S1BVHSPRUVN01RFGLI0,"The transportation would be efficient; it would be green and rely on newer energies that are not dependent upon fossil fuels. It also would be future-proof, such that it would reduce and combat the issues of traffic jams and collisions. We still would have private and public transportation, allowing people to make the choice of which is better for their needs. There also would be strict requirements for those who choose to drive; thus reducing the amount of likely collisions. It would be affordable and allow society to continue to grow and prosper."
38SKSKU7R28S1BVHSPRUVN01RGRLID,"Tracks built into the bicycle lanes on roadways that you can click a seat into and ""ride"" to your destination"
38YMOXR4MVASJLCFU2P77VRCGNCW6H,Teleporters should be located a certain points in the city.  A person can simply teleport to their desired location.
38YMOXR4MVASJLCFU2P77VRCGYY6WZ,The system will be based off cable cars.  It's cheaper and easier to put up than bridges or building tunnels.  They will have their own traffic free paths.  The paths can even intersect by having the cables much higher than the other line's.  There can be platforms every so often so people can get on and off but not too many as to keep cost and commute time down.
392CY0QWG22W33OWMXSD96YQ5ZKI4F,"Another idea for transportation would be automated shuttle drivers for the neighborhood. 
Google has an automated car so, before long, there will be automated transportation services..why not start in a neighborhood ?"
39ASUFLU6YIBL0AKAP4RL2XW6WRXEZ,"My neighborhood/city/state is ultra conservative- so having bike lanes would be an improvement. Even though this city I live in (Huntsville, AL) has more Ph.D's per capita we are still woefully behind. Since it's such a tech town with so many engineers though...it would have to be something very advanced to get these engineers on board. Like some sort of train driven by magnetic rails."
39ASUFLU6YIBL0AKAP4RL2XW6YSEXL,"Ticket sharing system for people who make infrequent trips into the city, or suddenly need to do several trips in a row. A group of people could collectively share a commuter pass for the train or bus system. It would be like a Netflix of commuter passes. The ticket could be held in an existing business or maybe a library, and the ticket would be checked out like a book. People would pay each day they hold the ticket."
39DD6S19JQM0QVAZB7SCIND7EBLZEO,"My transportation suggestion (in my town) would be to avoid the freeways and allow me to get to work using a rail way-type system.  This would be either underground or overground.  This is not an something that we see on the west coast a lot, so it would be very helpful to many commuters in the town I live."
39DD6S19JQM0QVAZB7SCIND7EHKEZE,I would love to see more light rail transit added to Pittsburgh to alleviate some of the traffic congestion under ground
39GAF6DQWSBKXABDYM8UQXHH1121VI,Three wheels auto two in back and one in front. 4 to 5 people can travel in it.
39GAF6DQWSBKXABDYM8UQXHH1EG1VM,i prefer green transportation
39GAF6DQWSBKXABDYM8UQXHH1GG1VQ,"A network of self driving cars on demand.  You set your pickup time and location via app, as well as destination and desired arrival time."
39GAF6DQWSBKXABDYM8UQXHH1H11VD,Drones that carry people - flying cars if you will.  Lucky owners will fly over traffic jams with ease and get to work in record time.
39GAF6DQWSBKXABDYM8UQXHH1H61VI,"A nice way of transportation would be moveable sidewalks, like from The Jetsons."
39GHHAVOMG2SYE824FDDL7DQIBB4J9,Environment friendly transportation can be used to avoid global warming . So i prefer Electric trains and electric based vehicles .
39GHHAVOMG2SYE824FDDL7DQIK0J4V,"My transportation system would be for people to enter their own personal, flying car. The destination would be put into the onboard computer. And then the flying car would automatically proceed on the matrix."
39GHHAVOMG2SYE824FDDL7DQIR8J4H,"I live in a small desert city with a major traffic congestion issue. However, despite the grid layout of the town, there is a diagonal irrigation canal running from the northwest corner to the southeast corner. Currently it has some poorly maintained walking paths, but that's about the extent of its development. Now, in the desert, loss of irrigation water to evaporation under the glaring sun is an issue. I'd propose creating a covered walkway/bike path where solar panels provide protection to the water, as well as pedestrians and cyclists. We could even use that solar energy to create small electric scooter rental/charging booths. It would provide a shortcut - a green highway from one end of town to the other."
39GXDJN2OUP28AVYX7H9574PFILV8V,It will be a tube were you go into individually you basically lay down like you are going to sleep and it slings you across a fast network of tubes to you closest stop where then you just walk too it!
39JEC7537VC4KDLBEJXE7T085RTVCO,"An app based method of ride sharing public transit. City drivers in fuel efficient vans would respond to requested pick ups. The pick up requested by a rider would be assigned a pick up time within a short variable of the requested pick up (say 30 minutes), the van will pick up multiple parties near each other and drop them off at their destinations similar to the shared airport shuttles."
39JEC7537VC4KDLBEJXE7T085U1CVJ,"I think a good idea would be a bike rental program.  Bikes would be placed strategically throughout the city and everyone would have a personalized token.  When you put in a token, a bike unlocks and you get to use it.  When you return the bike, you get your token back."
39JEC7537VC4KDLBEJXE7T085U1VC2,"A large network of rails traveling from downtown to every other part part of the surrounding area featuring energy efficient, sleek that arrive every ten to twenty minutes at each station"
39K0FND3AIQX1BU4GD0WE2R7EC9MA7,A sensor that let's the parent/ driver know that their child's car seat is properly installed
39K0FND3AIQX1BU4GD0WE2R7EPBAMN,"A big massive trailer with comfortable seats, and a breakfast bar that you can sign up for so it comes to your house, or a predetermined bus stop at a certain time.  Everything is reserved so you must opt in.  On the bus there is simple things, such as bagels/croissants/danish etc.  It's a good way to grab a quick bite to eat before work, and wake yourself up with some coffee.  The bus will use an algorithm to determine people to put on the bus that are on the way to the same destination, or a similar destination, while not going too far out of the way to pick them up."
39K0FND3AIQX1BU4GD0WE2R7EQKAMY,"A magnetic roadway system, where people move in modular pods that are controlled by a central operating system (COS). Magnets underneath the street guide your pod along, and every movement of all of the pods is controlled perfectly by the computerized system, it is completely autonomous. If your whole family wants to go into town, you assemble your four-pod system and take off, where traffic is optimized perfectly by the COS. If just you are on your way to work, you hop in your single passenger pod, and take off!"
39KFRKBFIO6MXWDJ9ZTP9SYJC9QYOJ,private and public transportation
39KFRKBFIO6MXWDJ9ZTP9SYJCMJOYS,An fleet of electric hybrid pedicabs. They could be rent by the mile or use drivers. People could use them to ride share to their destinations.
39L1G8WVWR20L19UEC2O72PYAXL31V,"chairs on rails, slow moving chairs down main streets that you can just hop on and ride to where you want to go"
39LNWE0K4V7VK1IB13JVMAWK465IUN,"I live in a neighborhood near an excellent metro system, but not walkable to it. I would like a people-mover sort of system that travels through the neighborhood making the existing metro station more accessible. Perhaps small cars or pods at the end of each street that travel along an elevated rail directly to the metro station."
39LNWE0K4V7VK1IB13JVMAWK47GIU0,My idea is roller skate rentals in public parks to promote physical activity in kids.
39LNWE0K4V7VK1IB13JVMAWK4CBUIH,A public bus system of buses the size of vans. It has an app that shows all the stops.
39LNWE0K4V7VK1IB13JVMAWK4EKUIU,"Moving sidewalks, much like they have in the airports. They will run on solar power to save on electrical cost. When it's night time or cloudy, they can be charged through the kinectic energy of those that are walking on them."
39LNWE0K4V7VK1IB13JVMAWK4PIIU2,Now Houston already have public bike stations. These stations allow someone to check out a bike for the day for a small fee. In some other cities someone has the choice to rent a car for the day using a credit card . The cars are eco friendly and cost very little to rent. I'm not talking about CarMax. This service is similar to the same service that is offered to rent bikes here in Houston. I think Houston should think about bringing the idea to the city .
39LOEL67OTGIW1TFDXB3MCC6OYV389,"I live in a pretty population dense area where most things people need (like a hospital, a big job center, homes, grocery store) are pretty close to each other.  I think this set up begs for a monorail.  It would be elevated so wouldn't interfere with current traffic too much, but would provide a nice transportation system for people to take for short trips."
39N5ACM9HFYPHVHCGNEOZBAID5NP9O,"As a networking solution, all cars produced after 2017 whether self-driving or not will be installed with small wi-fi repeaters that work on the new bandwidth. They will broadcast wifi from 100 meters in each direction. The tech will be an industry standard and will be powered on at all times anonymously. Funding will come from tolls from my tube idea."
39N5ACM9HFYPHVHCGNEOZBAIDC2P9H,"I wish we had separate bicycle highways that were enclosed spaces, both heated and cooled for summer/winter. It would be a cheaper mode of transportation. There would be protection to prevent car vs bicycle accident, a major problem in our area. It would also be healthier and exercise for the day during a commute. I picture it being a rounded space that is clear so you can see your surroundings outside."
39N5ACM9HFYPHVHCGNEOZBAIDIP9P0,"Micro car rentals where you can rent a car for just a short time without having to drop it off at a central office. If there's one nearby, and it's available, you could just take it off the street."
39O5D9O87U3K84JSU9R8OY8PE1YC3U,I think a trolley system would work really well here. I live in Fort Collins and the city is very centralized but the traffic is terrible - perfect for a trolley!
39O5D9O87U3K84JSU9R8OY8PEU73CG,"We need a public ferry system on the intra-coastal waterway.  They should dig some canals that reach further into the neighborhoods, and let people get on the boat at various stops up and down the coast.  There should also be ferries going north and south in the ocean, just off-shore.  Rental sea-doos for short trips would be nice to have, too, and businesses near the waterways should have public docks.  It should be like Bangkok, Thailand."
39OWYR0EPL2SRJ0QAWAZMYP5K2RYFD,"Yes, would love to see deaf accessability on  buses with captions when bus driver is speaking"
39OWYR0EPL2SRJ0QAWAZMYP5K8NFY2,"Self driving cars that could detect traffic/other cars and could navigate to a specific location would be great in this town, especially at night to avoid accidents due to intoxicated driving of college students. The cars could be rented from the town and ordered similarly to taxi cabs, and could drive students home from the bars for a fee without relying on very tired or intoxicated friends to do so."
39OWYR0EPL2SRJ0QAWAZMYP5KG7YFL,"A rail cart, that is powered by friction and capturing the head it produces while being driven down the rail, it starts with a simple pedal of a bike to create enough momentum and friction to start the process going and then as soon as you produce enough energy to get it moving, it will continue to produce and move forward till you press the brakes. BAM!"
39OWYR0EPL2SRJ0QAWAZMYP5KTIYFM,"Uber is not currently available in my area, because it is not seen as a large enough ""metro"" area. I believe that if several of the small communities pooled together, there would be enough available and willing drivers to start a less urban and more suburban/rural version of a paid ridesharing service. Since the communities would be pooled, there would likely be drivers from many different areas of the community, so a larger geographic area could be served."
39PAAFCODNBL6UNM05S4W30CTAHVTP,"I would like to have a subterranean network of moving roller coaster type tracks that move people to any location in the city easily, and deliver them right to the door step of where they need to go. This could be done by having exit points from the underground network of tracks that bring you to specific address clusters."
39PAAFCODNBL6UNM05S4W30CTDUTV6,"I think that a trolly system would work well in phoenix.  They would run frequently, be smaller than a bus and go into more neighborhoods."
39RP059MEI42KLZWMR0S9DBDW7YBML,I'd like to see the combination of a food truck and a taxi. This way you could grab a fresh made bite to eat while on your way to the destination. There would be a seating area in the front and a small kitchen with a service window in the back. This bus could serve hot and cold sandwiches and maybe drinkable soup in cups with lids to prevent spills. Now all you have to do is hail a cab. Forget finding something to eat then looking for the cab. The food can be prepared for you onboard.
39RP059MEI42KLZWMR0S9DBDWDNBMM,"I have recently returned a small-to-mid-sized city (60,000+ people, down from over 125,000 at its peak) after 20 years, and the public transportation system here is non-existent, Uber does not exist here (the nearest key city of 250,000+ people is 40 miles away), and there are 2 very small taxi companies which are not cost-effective or nearby enough to be efficient to use. In a situation like this, any alternative transportation would be beneficial, as this is a city where without a car/traditional vehicle, your ability to get even basic errands accomplished is compromised greatly. The city cited low ridership and rising fuel costs to keep the giant, hulking city buses operating as the reason for cancelling the public routes. My proposal would be to have smaller, and highly fuel-efficient modified Sprinter vans, each serving one small portion of the community, and running a smaller amount of the fleet during off-peak hours. This would allow the most economical and efficient model for the community to have access to needed transportation."
39RP059MEI42KLZWMR0S9DBDWVPMBZ,I want one of those teletransporter things that zaps you from one spot to the next
39U1BHVTDM21ULL3GVMYD88T2A23TI,"I have seen a lot on the news lately about 'self-driving' cars, and I think it would be neat if this technology could someday be applied to public transportation. I think 'self driving' buses would be an excellent mode of transportation. I think this would be particularly useful for smaller cities or towns that can't afford to have subway systems. Self driving buses could be programmed to stop at every stop timely and efficiently and could save the city money by eliminating the need to hire drivers and would cut out the issue of human error when it comes to being on time, not showing up for work, or causing accidents."
39U1BHVTDM21ULL3GVMYD88T2FET3U,some type of elevated train/bus system that didnt use the same roads as cars
39U1BHVTDM21ULL3GVMYD88T2G23TU,"I think freelance carpooling would be a great idea. Vehicle owner can at any time turn themselves into a taxi service. The service can be run through a phone app, workers can set their own hours and rates. This would cut down on pollution, eliminate unnecessary vehicles on the road, and boost the economy overall."
39U1BHVTDM21ULL3GVMYD88T2WG3T4,Cars that can connect their GPS's so when they are all going to similar locations they can switch on auto drive and so all the computers can drive automatically. Once the closest stop comes around it'll make it so you have to drive the rest of the way.
39ZSFO5CA97RFC2HJL4VYBBKH2FUJU,Give people segways or hoverboards and then have a transport for those smaller transportations methods. Sort of like a car-carrier or bus that you board with your segway or hoverboard.
39ZSFO5CA97RFC2HJL4VYBBKHOZUJM,It was about the air cycle and we trying to control the air pollutions
39ZSFO5CA97RFC2HJL4VYBBKHYCUJJ,"I feel that in the future there will be futuristic cars that will slowly evolve away from gasoline use more natural resources for fuel.  I think that the cars will continue to evolve into more sustainable, aerodynamic shapes and designs."
3A0EX8ZRN9Z2E2OA5UO338YK5K6YBY,shared self driving cars that come to your door at the push of a button
3A1COHJ8NK6XQ90ESI05Q6DG722H8H,"I live in a very rural area, and many of the small towns nearby are connected by winding roads. If these places were also connected by a system of bicycle trails, it would make travel from one place to another more environmentally friendly."
3A1COHJ8NK6XQ90ESI05Q6DG72ZH8E,"I am thinking about a flying transport system. It should fly with balloon or air system. It should not need engine or fuel. So expence would be cheap. It should occupy 15-25 people at a time. It moves with air adjustment, drag, thrust, pressure etc. The flyer lands every important point in a city. So people can travel across the city with less time and money. No traffic block, signals, air pollution etc."
3A1COHJ8NK6XQ90ESI05Q6DG7DH8H9,"A fleet of smart, autonomous busses."
3A1COHJ8NK6XQ90ESI05Q6DG7L38HB,"Cars that can drive themselves, but people don't own them. They're a service provided by the city and you sign up for it and call when you need a car and the nearest one comes to you"
3A1PQ49WVISFF9GTTXRQBWQ8T2ZH1C,A self driving lawn mower.  Use the technology for self driving cars to create a self driving lawn mower.
3A4NIXBJ77AEXUL8D4PMNG7I874MLN,Self driving cars that you can schedule with a phone app. Similar to Uber or Lyft but with self driving cars.
3A4NIXBJ77AEXUL8D4PMNG7I8GOMLP,"Pedestrians and cyclists  will develop sensing, intent recognition, and vehicle control  itsâ€™ knowledge, skills and experience to the Safe  vulnerable road users"
3A4NIXBJ77AEXUL8D4PMNG7I8ZYML1,I have an idea of turn my screenplay into a graphic comic series. My screenplay is an anti bullying story that focus on the consequences bullying can lead to.
3A4TN5196LTZ2CQR9UGASS9ZX6ZHCP,Encourage biking by providing dedicated bike lanes that are safe from vehicular traffic.
3A7Y0R2P2PZJWGWCOQFIIIAOB4LXJI,uber lyft or any taxi cabs we are a rural area very large and towns near or past 30 min away from eachother. having a taxi service would be very appreciative and would also bring more jobs locally throughout the whole southern part of this state really/
3A7Y0R2P2PZJWGWCOQFIIIAOBG7XJS,"A network of roads that we all on different levels depending on which direction you were going, so that there were never any stops that needed to be made, simply merging onto an onramp/offramp which takes you up or down a level or two and allows you to then merge onto the new direction you are desiring to travel."
3A9AA95ATXX6G8F0DX17NV5GRAOP5J,"The city could do a partial co pay or cheap taxi or destination bus service. as in you meet the bus at a specific pick up place but then you tell the address you want, no designated stop."
3A9AA95ATXX6G8F0DX17NV5GRPDP52,"It would be something like a tram. However, it would not need cables therefore not make the street appear uglier. People would be able to jump on it anywhere on the street. That was people could ride it wherever they want not having to get off at specific stops."
3A9AA95ATXX6G8F0DX17NV5GRPPP5E,Horse and buggy.  A horse and buggy that picks up people and take them on rides in the neighborhood.
3AAPLD8UCDSGOTS2VGB0H293LFUTHP,It would be cool it we had a monorail type system throughout the neighborhood that does a simple circle and takes kids or adults from the neighboorhood into the town/school area.
3AAPLD8UCDSGOTS2VGB0H293LYTTHQ,"There will be trams and light rails that dont run on rail but use the earth's magnetic field or  solar power as motors, instead of buses. There will be free wifi in them. People will be using bicycles or just walk it to get from point to point."
3AMW0RGHOEDA6XL6HXXTHC52I6WNP1,The future transportation system in my neighborhood would be a ZIPLINE system. I don't think it would be difficult or expensive to do. I would follow the existing powerline layout and safely install zipline hardware such as cables and pulleys.
3AMYWKA6YCXKEC3D3GYXQ1EQD6IO68,A bus with live performers
3AMYWKA6YCXKEC3D3GYXQ1EQDBIO6I,"Invest tax money into developing solar powered cars, this will reduce pollution along with reducing reliance on oil. Give citizens some kind of incentive to buy these cars and turn in their old gas-powered cars."
3AMYWKA6YCXKEC3D3GYXQ1EQDTN6O5,"Subway system underground, moving sidewalks on the ground"
3AMYWKA6YCXKEC3D3GYXQ1EQDZK6OE,My neighborhood needs a car share system between individuals. It would be similar to Uber but you would be able to drive someone else's car for a monthly fee.
3AQF3RZ559TQ8ZQK4DF7375CL5T6F6,Hydrogenase would be an aerial ship for a future low on oil. Itâ€™s a hybrid airship that would be entirely reliant on biofuels for transport and that could function as a vessel for a variety of reasons.
3AQF3RZ559TQ8ZQK4DF7375CLE36FY,"I imagine a series of widening arches or loops of roadway and of several different sizes to accompany different types of pubic transport. Cars wouldn't be allowed in the city but stored at various exit point garages which would be provided by the city. Small roads would have small shuttles, large roads would have large fast moving shuttles that span the city. Independently, smaller walkways would be used for pedestrians and cyclists (and other man powered or tiny engine machines.) Larger walkways could become festival street fair type roads that are common in places like Greece."
3ATPCQ38J9LXVSJIZGO78XEEN59AY9,I would love to see more paths in my neighbourhood. I like a little bit outside of town so it would be nice to have some paths that you could ride bikes or scooters on. Perhaps some underpasses under the busy roads.
3ATPCQ38J9LXVSJIZGO78XEEN5EAYE,"Something like a bus stop, however you would be picked up and dropped off by someone who might be passing through, other drivers, company vehicles (like UPS trucks), etc."
3ATTHHXXWBZN15C668UI6HVOY1KXII,"Unfortunately, I live in a very small/rural town, so future transportation system would likely be simple public bus transit."
3ATTHHXXWBZN15C668UI6HVOYP0XIA,"Six different modes of powered vehicles; some motorized, some human powered. Some are single person transports, others are large, mass transit."
3ATTHHXXWBZN15C668UI6HVOYTYIX1,There should be government funding to give everyone bicycles.
3AUQQEL7U64KQLQV234UCSY7WWEV01,"It's like a bus, but for bikes.  You just ride your bike onto the bus via a ramp in the back, then some clamps hold your bike.  You then just ride off."
3AWETUDC933C60CL7QI332BZ67IIZC,"Continuous moving walkways, intersections become difficult and require actual steps to change directions but pretty much a conveyor belt for people. We'll power it by harnessing the energy from all the water moving in the sewer pipes."
3AWETUDC933C60CL7QI332BZ6OMZIV,"invent solar bikes, cars,etc.,"
3AWETUDC933C60CL7QI332BZ6ROZI3,"If we could be so technologically advanced to create giant versions of the airport conveyor belts where humans are carried across, that would be my new method of transportation. Since people are mostly lazy and want something to do the work for them (hence the upcoming popularity of the hands-free segway), this would be perfect to eliminate at least a fourth of the traffic on the street from cars."
3B1NLC6UG074W54KUTKYRSW5HIJGP7,"I would like to see a system built around ""people movers"" - similar to the ride that was once at Disneyland.  It would run underneath the ground - under the traffic.  Each car would hold one or two people with large reclining chairs and a docking station for your laptop so you can watch movies, play games or actually do work."
3B1NLC6UG074W54KUTKYRSW5HTEGPO,I imagine people using hoverboards and personal flying vehicles for transportation in the future. Personal helicopters specifically and hoverboards similar to the ones in back to the future.
3B1NLC6UG074W54KUTKYRSW5HTEPGX,PUBLIC TRANSPORT. BECAUSE IT PREVENTS MORE FUEL CONSUMPTION OF THE MOST VECHICLES. IT HELPS OUR ECONOMY
3B1NLC6UG074W54KUTKYRSW5HYSPGL,"A human-sized slot-car system.  Where cars run independently self-driving down a track through electricity like a trolley car, but just big enough for a regular sized family (in other words size of a regular car).  In order to move faster cars can link up by matching speed and then essentially ""plugging"" into the car ahead of it.  This could go much faster than regular cars and not have any of the problems associated with regular self-drive cars seeing as they move on a track."
3B2X28YI3XQ0VIE4ZBTBKHER60AB6O,A shared vehicle/ carpool incentive program.
3B3WTRP3DCDTPOG6EP3C3Y2P28229B,"Kind of a monorail system that goes from stops in neighborhoods and takes people to a stop near the stores, etc.  Open top with a cover, no need to heat or cool, wouldn't run in extreme weather."
3B3WTRP3DCDTPOG6EP3C3Y2P2D392T,"There should be a buses that stop for people holding VIP signs that they paid for, so they can get picked up at more spots."
3B3WTRP3DCDTPOG6EP3C3Y2P2V592V,There will be a system for elderly and handicapped people. They will pick up people from their houses and take them where they need to go.
3B3WTRP3DCDTPOG6EP3C3Y2P2XT29G,magnet driven individual pod monnrail type public transport
3B4YI393VA74Z2T3HAI9BBKJSHVSS2,We could have tubes going from the center of the city and increasingly farther out in each direction.  A person could fit in the tube and it would suck them to the other end quickly.  It would then have  a pad to stop them at the end.
3B4YI393VA74Z2T3HAI9BBKJSQJSS8,Alternative transportation could be taking a trolley that would be the same cost as a local bus .
3B4YI393VA74Z2T3HAI9BBKJSQZSSO,The transportation system would be a combination of roads with cars and a railroad track. All of the cars would be connected and be able to drive themselves. Cars would all be on tracks and controlled by the car itself. This would lower accidents and allow for better traffic. Cars would be able to accelerate much faster as there is no driver intervention and you don't have to wait for other cars to accelerate or worry about where other cars are going.
3B837J3LDP7SYNTQ2LI4L1FN6B1RSU,Human-sized pneumatic tube transport. People would step into human-sized transport cylinders which would then be sent to their final destination through a network of pneumatic tubes that run beneath the city streets. This transport method was used extensively in the past for smaller scale items like mail and small packages. There is no reason it couldn't be scaled up to transport people as well. This concept could be compared to the proposed Hyperloop but on a smaller scale to transport idividuals over shorter distances within a city.
3B837J3LDP7SYNTQ2LI4L1FN6GLRSO,all the vehicles have very important our life.
3B837J3LDP7SYNTQ2LI4L1FN6IMRST,Rentable cars that can be signed out online or on an app on your phone. All you would need to sign up is a driver's license.
3BC8WZX3V47GX8TDNWIZVRARKG1RR3,Rikshaw taxi service
3BC8WZX3V47GX8TDNWIZVRARKJXRR5,It would be a free system (every family in the neighborhood would have to contribute $300-$400 as a one time fee). Then the bus would run through the neighborhood every hour and take you to anywhere in the neighborhood that you need to go! You would be able to text the driver before hand of where you are going.
3BC8WZX3V47GX8TDNWIZVRARKMERRS,I live in a rural community about 1 hour from a city. I would like to see this area build a light rail commuter line that could link these isolated communities and boost the economy. Many people out here do not even have cars.
3BC8WZX3V47GX8TDNWIZVRARKUGRRA,Use a sky train
3BDCF01OGY5ERBAMW7DXHBUPH4MLYQ,The idea of having only driverless cars. No one will own a car. You just send a message through a driverless car app. The car closest to you will come pick you up. The cars will also have the ability to carpool (picking up people going in the same direction). The cars should also have the ability to go to a gas station on their own.
3BDCF01OGY5ERBAMW7DXHBUPHP6LYG,Cars that are Google GPS operated that are car pool cars like taxis. You pre pay and schedule ahead of time and then they come and pick you up on time and take you to work on time. It costs the same as gas so it is just efficient and environment saving.
3BDCF01OGY5ERBAMW7DXHBUPHQ0YLP,"It would be hard to have a viable system in my neighborhood, because this area is so scattered. I think the best idea would be a bikeshare; inexpensive access to bikes would be a great idea! The bigger issue would be making our area bike-friendly. That's the part the requires creativity. We could add extra lanes and then add over/underpasses at intersections to make bikes not just inexpensive, but even more time-effective than driving."
3BEFOD78W74IZMEN7CQ51Z57M3DM4Y,I would make the ridesharing technology industry better and safer for everyone.
3BEFOD78W74IZMEN7CQ51Z57M844MH,"I would like to see magnet-driven trains that would not only connect all the part of my very spread out city, but also could connect the major cities in the state together. Ideally, these would be largely automated, but with several emergency safety features, like an onboard override cabin and override booths at each station. There would also have to be a central monitoring hub to keep an eye on the system in general, that in the city would likely have to be run underground, but above ground tracks would be possible between most cities, allowing passengers to avoid traffic and enjoy the wonderful views at the same time. Magnetic drive and perhaps even levitation would help with getting passengers around in snow storms, which often disrupt traffic here in the winter."
3BEFOD78W74IZMEN7CQ51Z57MD9M4E,A phone that can also be used as a credit card.
3BEFOD78W74IZMEN7CQ51Z57MFX4MO,"Public transportation should be free a few times per month -- maybe one weekend day or holiday, and one working day.  This will cause less people to drive and improve the environment, and bring in more transportation money to the city.  Also, it would urge people to tell their elected officials to improve public transportation so that they can take advantage of it more."
3BF51CHDTWLF8KVBXENQXR7YOAOH04,"In the downtown area, stations to rent bicycles or even mopeds. Maybe you could have a really cheap membership and present your card at the check out station. Then you would return it at another check out station. It would cut down on how much people use cars. The key would be having enough stations to actually get the bike or moped to make the idea viable."
3BF51CHDTWLF8KVBXENQXR7YOAWH0C,A new railway system! We don't have any trains or railways anywhere near the area I live in.
3BF51CHDTWLF8KVBXENQXR7YOLFH0H,Drone hovercraft school bus
3BGYGHDBBYVIP4V7TGOXTBUBWK422V,Tubes that move people around.  You get in a little part of the tube and press a button and shoots you wherever you need to go in the city.
3BGYGHDBBYVIP4V7TGOXTBUBWPS22T,"It would be a very good idea to come up with some kind of effective carpooling system in my area. I live in a rural place, but there could be a central park-and-ride lot built along the major thoroughfare to make carpooling simpler. Perhaps an app could be developed to run the carpooling system so that everyone is on the same page."
3BQU611VFQV4P815ZYIRDLA381699E,"I would love to see a social network for people that work for a certain business. This social network would allow you to find rides from other employees that live in your area. Every business would have an account at this website, and employees who want to pick up other employees can volunteer. Maybe a $5 fee per person each week to account for gas money, but it could be like it would tell you who lives within 10 miles from you that works where you do, and you can ride share or carpool with them. It would be almost like a social network where you can talk to other employees you don't know and then you can ride together or take turns driving."
3BQU611VFQV4P815ZYIRDLA389U99I,"I envision a bike rack where you can check out bikes that also have an electric motor.  You swipe your credit card (or some sort of near field smartphone transaction, etc) and pay a small rental fee.  If the bike is lost or stolen your card will be charged appropriately.  You can ride around the downtown, college campus, etc, and at the end of the day check the bike back into another (or the same) bike rack."
3BV8HQ2ZZXCVC89CTXTFP6ULODQA6J,Using train and bike will be good transportation mode which reduces cost of living and be good as they wont harm atmosphere.
3BWI6RSP7HKH6L4TSC0TR3K842B7EB,Automated google car taxi service!
3BXQMRHWK09HGK82MIHNE331L7EMUG,"A ride pool system like uber that uses vans to take people to similar destinations. Like an employee car pool, but done by a third party. Blend of employee car pool, and lyft line (I think that's what it's called)."
3BXQMRHWK09HGK82MIHNE331LG2MUM,Conveyor belts on every sidewalk.
3BXQMRHWK09HGK82MIHNE331LL2MUW,There is no bus system so my idea is for a bus system in my area.  I live in a suburbs of a small town and there is no bus out here.  It would be nice to have one.  Sometimes I don't have access to a car and maybe this bus could help me get to the store or church.  I would also like the bus system to be able to take me to the small town to go shopping and stuff.
3C44YUNSI201KLUTS3JQL7T846IDP5,Maybe a scooter sharing service
3C44YUNSI201KLUTS3JQL7T849QPDV,A rent a bike system. Solar powered bikes could be rented for 1$ and returned at different stations for a refund of 1$.
3C5W7UE9CG19XO2XRNSAYA25FBTMXE,"Tampa, FL is one of the largest metro areas in the country without any sort of rail system, and traffic is bad. I would love to see a commuter rail system in our town, with a downtown hub and then lines extending north to the Wesley Chapel/Lutz area, out to Brandon, and then another line out to the Westshore/Airport area."
3C5W7UE9CG19XO2XRNSAYA25FXIMXB,"BathroomFinder- click a button and it will tell you where and how to get to the closest bathroom. Great for that pregnant wife, your little boy with a baby bladder, and you when you are too drunk to be in public. BathroomFinder- Bringing you and porcelain together."
3C6FJU71TR4HA1XG5L5Y8YQ8UC2YUI,The Car is a tech-related industry. Personal transport in the best transport most frequently used in my city.
3C6FJU71TR4HA1XG5L5Y8YQ8UGXYUL,"An elevated wagon wheel shaped, high speed rail system would be excellent. The outer ring would be bi-directional allowing quick transport around the city. The spokes would be bi-directional and allow quick transport from inner and outer within the quadrants."
3C6FJU71TR4HA1XG5L5Y8YQ8UV3UYH,It would be effective to create a bike club in my neighborhood.  We would choose at least 1 day a week to ride our bikes to work decreasing neighborhood traffic and air pollution.  This bike club would host meetings once a month and reward people who rode the most days to work that month incentivizing people to ride more often.
3C6FJU71TR4HA1XG5L5Y8YQ8UYLYU9,Bike-pooling! Surrey bikes (bikes with multiple seats) could be used to get people healthy and move more than one person at a time.
3C6FJU71TR4HA1XG5L5Y8YQ8UZCUYY,Micro Chips for kids
3C8HJ7UOP85Y2J2CS5GVVVIGN2HMZJ,I think that community cars that attribute to car pooling would be wonderful.
3C8HJ7UOP85Y2J2CS5GVVVIGN3FZMW,"a system of bikes that one can rent for free. Bike racks are located every few miles. People can use a key to scan and take out a bike, and return it at any of the racks in the area."
3C8HJ7UOP85Y2J2CS5GVVVIGNG7MZ1,"Community electric trollies. We don't have any type of public transport except buses, and it would be especially nice to have something environmentally friendly!"
3C8HJ7UOP85Y2J2CS5GVVVIGNPWZML,"Making a Difference in Your Neighborhood: Using Community Decision-Making to Improve the Lives of Children, Youth and Families is  for Local Decision Making Learning Guides"
